sku,name,description,price
SKU1,Product 1,Description for product 1,104
SKU2,Product 2,Description for product 2,891
SKU3,Product 3,Description for product 3,726
SKU4,Product 4,Description for product 4,850
SKU5,Product 5,Description for product 5,15
SKU6,Product 6,Description for product 6,705
SKU7,Product 7,Description for product 7,760
SKU8,Product 8,Description for product 8,864
SKU9,Product 9,Description for product 9,105
SKU10,Product 10,Description for product 10,469
SKU11,Product 11,Description for product 11,636
SKU12,Product 12,Description for product 12,845
SKU13,Product 13,Description for product 13,353
SKU14,Product 14,Description for product 14,202
SKU15,Product 15,Description for product 15,421
SKU16,Product 16,Description for product 16,213
SKU17,Product 17,Description for product 17,175
SKU18,Product 18,Description for product 18,857
SKU19,Product 19,Description for product 19,78
SKU20,Product 20,Description for product 20,830
SKU21,Product 21,Description for product 21,623
SKU22,Product 22,Description for product 22,219
SKU23,Product 23,Description for product 23,606
SKU24,Product 24,Description for product 24,696
SKU25,Product 25,Description for product 25,888
SKU26,Product 26,Description for product 26,343
SKU27,Product 27,Description for product 27,178
SKU28,Product 28,Description for product 28,868
SKU29,Product 29,Description for product 29,486
SKU30,Product 30,Description for product 30,761
SKU31,Product 31,Description for product 31,57
SKU32,Product 32,Description for product 32,243
SKU33,Product 33,Description for product 33,602
SKU34,Product 34,Description for product 34,576
SKU35,Product 35,Description for product 35,979
SKU36,Product 36,Description for product 36,49
SKU37,Product 37,Description for product 37,124
SKU38,Product 38,Description for product 38,377
SKU39,Product 39,Description for product 39,108
SKU40,Product 40,Description for product 40,998
SKU41,Product 41,Description for product 41,864
SKU42,Product 42,Description for product 42,12
SKU43,Product 43,Description for product 43,330
SKU44,Product 44,Description for product 44,731
SKU45,Product 45,Description for product 45,366
SKU46,Product 46,Description for product 46,751
SKU47,Product 47,Description for product 47,170
SKU48,Product 48,Description for product 48,255
SKU49,Product 49,Description for product 49,964
SKU50,Product 50,Description for product 50,819
SKU51,Product 51,Description for product 51,945
SKU52,Product 52,Description for product 52,607
SKU53,Product 53,Description for product 53,833
SKU54,Product 54,Description for product 54,865
SKU55,Product 55,Description for product 55,953
SKU56,Product 56,Description for product 56,795
SKU57,Product 57,Description for product 57,383
SKU58,Product 58,Description for product 58,745
SKU59,Product 59,Description for product 59,203
SKU60,Product 60,Description for product 60,961
SKU61,Product 61,Description for product 61,655
SKU62,Product 62,Description for product 62,280
SKU63,Product 63,Description for product 63,134
SKU64,Product 64,Description for product 64,361
SKU65,Product 65,Description for product 65,950
SKU66,Product 66,Description for product 66,55
SKU67,Product 67,Description for product 67,322
SKU68,Product 68,Description for product 68,667
SKU69,Product 69,Description for product 69,75
SKU70,Product 70,Description for product 70,417
SKU71,Product 71,Description for product 71,867
SKU72,Product 72,Description for product 72,981
SKU73,Product 73,Description for product 73,655
SKU74,Product 74,Description for product 74,989
SKU75,Product 75,Description for product 75,264
SKU76,Product 76,Description for product 76,658
SKU77,Product 77,Description for product 77,176
SKU78,Product 78,Description for product 78,648
SKU79,Product 79,Description for product 79,318
SKU80,Product 80,Description for product 80,243
SKU81,Product 81,Description for product 81,265
SKU82,Product 82,Description for product 82,940
SKU83,Product 83,Description for product 83,461
SKU84,Product 84,Description for product 84,549
SKU85,Product 85,Description for product 85,884
SKU86,Product 86,Description for product 86,111
SKU87,Product 87,Description for product 87,492
SKU88,Product 88,Description for product 88,554
SKU89,Product 89,Description for product 89,502
SKU90,Product 90,Description for product 90,289
SKU91,Product 91,Description for product 91,120
SKU92,Product 92,Description for product 92,626
SKU93,Product 93,Description for product 93,100
SKU94,Product 94,Description for product 94,933
SKU95,Product 95,Description for product 95,467
SKU96,Product 96,Description for product 96,73
SKU97,Product 97,Description for product 97,626
SKU98,Product 98,Description for product 98,399
SKU99,Product 99,Description for product 99,104
SKU100,Product 100,Description for product 100,568
SKU101,Product 101,Description for product 101,302
SKU102,Product 102,Description for product 102,766
SKU103,Product 103,Description for product 103,587
SKU104,Product 104,Description for product 104,320
SKU105,Product 105,Description for product 105,577
SKU106,Product 106,Description for product 106,284
SKU107,Product 107,Description for product 107,669
SKU108,Product 108,Description for product 108,916
SKU109,Product 109,Description for product 109,257
SKU110,Product 110,Description for product 110,266
SKU111,Product 111,Description for product 111,162
SKU112,Product 112,Description for product 112,99
SKU113,Product 113,Description for product 113,546
SKU114,Product 114,Description for product 114,284
SKU115,Product 115,Description for product 115,207
SKU116,Product 116,Description for product 116,42
SKU117,Product 117,Description for product 117,444
SKU118,Product 118,Description for product 118,266
SKU119,Product 119,Description for product 119,507
SKU120,Product 120,Description for product 120,681
SKU121,Product 121,Description for product 121,173
SKU122,Product 122,Description for product 122,937
SKU123,Product 123,Description for product 123,53
SKU124,Product 124,Description for product 124,462
SKU125,Product 125,Description for product 125,991
SKU126,Product 126,Description for product 126,704
SKU127,Product 127,Description for product 127,490
SKU128,Product 128,Description for product 128,524
SKU129,Product 129,Description for product 129,825
SKU130,Product 130,Description for product 130,106
SKU131,Product 131,Description for product 131,634
SKU132,Product 132,Description for product 132,878
