sku,name,description,price
SKU1,Product 1,Description for product 1,17
SKU2,Product 2,Description for product 2,297
SKU3,Product 3,Description for product 3,308
SKU4,Product 4,Description for product 4,715
SKU5,Product 5,Description for product 5,670
SKU6,Product 6,Description for product 6,245
SKU7,Product 7,Description for product 7,993
SKU8,Product 8,Description for product 8,167
SKU9,Product 9,Description for product 9,205
SKU10,Product 10,Description for product 10,384
SKU11,Product 11,Description for product 11,74
SKU12,Product 12,Description for product 12,746
SKU13,Product 13,Description for product 13,969
SKU14,Product 14,Description for product 14,34
SKU15,Product 15,Description for product 15,489
SKU16,Product 16,Description for product 16,364
SKU17,Product 17,Description for product 17,22
SKU18,Product 18,Description for product 18,237
SKU19,Product 19,Description for product 19,233
SKU20,Product 20,Description for product 20,506
SKU21,Product 21,Description for product 21,614
SKU22,Product 22,Description for product 22,885
SKU23,Product 23,Description for product 23,911
SKU24,Product 24,Description for product 24,302
SKU25,Product 25,Description for product 25,997
SKU26,Product 26,Description for product 26,135
SKU27,Product 27,Description for product 27,68
SKU28,Product 28,Description for product 28,17
SKU29,Product 29,Description for product 29,985
SKU30,Product 30,Description for product 30,212
SKU31,Product 31,Description for product 31,384
SKU32,Product 32,Description for product 32,489
SKU33,Product 33,Description for product 33,477
SKU34,Product 34,Description for product 34,275
SKU35,Product 35,Description for product 35,212
SKU36,Product 36,Description for product 36,104
SKU37,Product 37,Description for product 37,667
SKU38,Product 38,Description for product 38,512
SKU39,Product 39,Description for product 39,51
SKU40,Product 40,Description for product 40,357
SKU41,Product 41,Description for product 41,102
SKU42,Product 42,Description for product 42,173
SKU43,Product 43,Description for product 43,109
SKU44,Product 44,Description for product 44,199
SKU45,Product 45,Description for product 45,104
SKU46,Product 46,Description for product 46,509
SKU47,Product 47,Description for product 47,545
SKU48,Product 48,Description for product 48,619
SKU49,Product 49,Description for product 49,657
SKU50,Product 50,Description for product 50,968
SKU51,Product 51,Description for product 51,878
SKU52,Product 52,Description for product 52,160
SKU53,Product 53,Description for product 53,938
SKU54,Product 54,Description for product 54,65
SKU55,Product 55,Description for product 55,941
SKU56,Product 56,Description for product 56,159
SKU57,Product 57,Description for product 57,837
SKU58,Product 58,Description for product 58,469
SKU59,Product 59,Description for product 59,42
SKU60,Product 60,Description for product 60,233
SKU61,Product 61,Description for product 61,567
SKU62,Product 62,Description for product 62,999
SKU63,Product 63,Description for product 63,996
SKU64,Product 64,Description for product 64,917
SKU65,Product 65,Description for product 65,504
SKU66,Product 66,Description for product 66,664
SKU67,Product 67,Description for product 67,533
SKU68,Product 68,Description for product 68,425
SKU69,Product 69,Description for product 69,609
SKU70,Product 70,Description for product 70,581
SKU71,Product 71,Description for product 71,298
SKU72,Product 72,Description for product 72,926
SKU73,Product 73,Description for product 73,792
SKU74,Product 74,Description for product 74,349
SKU75,Product 75,Description for product 75,374
SKU76,Product 76,Description for product 76,684
SKU77,Product 77,Description for product 77,107
SKU78,Product 78,Description for product 78,379
SKU79,Product 79,Description for product 79,897
SKU80,Product 80,Description for product 80,68
SKU81,Product 81,Description for product 81,399
SKU82,Product 82,Description for product 82,988
SKU83,Product 83,Description for product 83,308
SKU84,Product 84,Description for product 84,340
SKU85,Product 85,Description for product 85,267
SKU86,Product 86,Description for product 86,146
SKU87,Product 87,Description for product 87,974
SKU88,Product 88,Description for product 88,426
SKU89,Product 89,Description for product 89,643
SKU90,Product 90,Description for product 90,996
SKU91,Product 91,Description for product 91,511
SKU92,Product 92,Description for product 92,513
SKU93,Product 93,Description for product 93,428
SKU94,Product 94,Description for product 94,152
SKU95,Product 95,Description for product 95,391
SKU96,Product 96,Description for product 96,446
SKU97,Product 97,Description for product 97,910
SKU98,Product 98,Description for product 98,351
SKU99,Product 99,Description for product 99,289
SKU100,Product 100,Description for product 100,60
SKU101,Product 101,Description for product 101,176
SKU102,Product 102,Description for product 102,615
SKU103,Product 103,Description for product 103,599
SKU104,Product 104,Description for product 104,631
SKU105,Product 105,Description for product 105,207
SKU106,Product 106,Description for product 106,297
SKU107,Product 107,Description for product 107,283
SKU108,Product 108,Description for product 108,845
SKU109,Product 109,Description for product 109,150
SKU110,Product 110,Description for product 110,770
SKU111,Product 111,Description for product 111,753
SKU112,Product 112,Description for product 112,848
SKU113,Product 113,Description for product 113,400
SKU114,Product 114,Description for product 114,477
