sku,name,description,price
SKU1,"Product 1","Description for product 1",922
SKU2,"Product 2","Description for product 2",329
SKU3,"Product 3","Description for product 3",949
SKU4,"Product 4","Description for product 4",859
SKU5,"Product 5","Description for product 5",624
SKU6,"Product 6","Description for product 6",129
SKU7,"Product 7","Description for product 7",439
SKU8,"Product 8","Description for product 8",999
SKU9,"Product 9","Description for product 9",846
SKU10,"Product 10","Description for product 10",513
SKU11,"Product 11","Description for product 11",881
SKU12,"Product 12","Description for product 12",662
SKU13,"Product 13","Description for product 13",794
SKU14,"Product 14","Description for product 14",845
SKU15,"Product 15","Description for product 15",804
SKU16,"Product 16","Description for product 16",385
SKU17,"Product 17","Description for product 17",495
SKU18,"Product 18","Description for product 18",722
SKU19,"Product 19","Description for product 19",786
SKU20,"Product 20","Description for product 20",118
SKU21,"Product 21","Description for product 21",855
SKU22,"Product 22","Description for product 22",457
SKU23,"Product 23","Description for product 23",119
SKU24,"Product 24","Description for product 24",710
SKU25,"Product 25","Description for product 25",845
SKU26,"Product 26","Description for product 26",314
SKU27,"Product 27","Description for product 27",240
SKU28,"Product 28","Description for product 28",819
SKU29,"Product 29","Description for product 29",729
SKU30,"Product 30","Description for product 30",270
SKU31,"Product 31","Description for product 31",140
SKU32,"Product 32","Description for product 32",598
SKU33,"Product 33","Description for product 33",396
SKU34,"Product 34","Description for product 34",798
SKU35,"Product 35","Description for product 35",933
SKU36,"Product 36","Description for product 36",882
SKU37,"Product 37","Description for product 37",443
SKU38,"Product 38","Description for product 38",556
SKU39,"Product 39","Description for product 39",764
SKU40,"Product 40","Description for product 40",256
SKU41,"Product 41","Description for product 41",905
SKU42,"Product 42","Description for product 42",838
SKU43,"Product 43","Description for product 43",827
SKU44,"Product 44","Description for product 44",292
SKU45,"Product 45","Description for product 45",819
SKU46,"Product 46","Description for product 46",134
SKU47,"Product 47","Description for product 47",949
SKU48,"Product 48","Description for product 48",330
SKU49,"Product 49","Description for product 49",358
SKU50,"Product 50","Description for product 50",512
SKU51,"Product 51","Description for product 51",403
SKU52,"Product 52","Description for product 52",85
SKU53,"Product 53","Description for product 53",610
SKU54,"Product 54","Description for product 54",641
SKU55,"Product 55","Description for product 55",401
SKU56,"Product 56","Description for product 56",21
SKU57,"Product 57","Description for product 57",737
SKU58,"Product 58","Description for product 58",854
SKU59,"Product 59","Description for product 59",782
SKU60,"Product 60","Description for product 60",171
